#Species	Gene_1	Ext_1	Species	Gene_2	Ext_2	Weight
node_3	1061_162026	h	node_3	1062_91009	t	1
Lkluyveri	1061_162023	h	Lkluyveri	1062_91006	t	1
Lthermotolerans	1061_162022	h	Lthermotolerans	1062_91005	t	1
node_1	1061_162021	h	node_1	1062_91004	t	1
Egossypii	4576_216451	h	Egossypii	5017_158944	h	1
Tphaffii	3253_198777	h	Tphaffii	3254_57087	h	1
Knaganishii	3253_198774	h	Knaganishii	3254_57082	h	1
Scerevisiae	3253_198769	h	Scerevisiae	3254_57078	h	1
Cglabrata	3253_198768	h	Cglabrata	3254_57077	h	1
node_8	3253_198767	h	node_8	3254_57076	h	1
Tblattae	3253_198762	h	Tblattae	3254_57088	h	1
Ndairenensis	3253_198759	h	Ndairenensis	3254_57085	h	1
Ncastellii	3253_198758	h	Ncastellii	3254_57084	h	1
node_11	3253_198757	h	node_11	3254_57083	h	1
Kafricana	3253_198756	h	Kafricana	3254_57081	h	1
node_9	3253_198753	h	node_9	3254_57079	h	1
Tdelbrueckii	3253_198749	h	Tdelbrueckii	3254_57073	h	1
Zrouxii	3253_198748	h	Zrouxii	3254_57072	h	1
Klactis	3253_198744	h	Klactis	3254_57069	h	1
Egossypii	3253_198743	h	Egossypii	3254_57068	h	1
Ecymbalariae	3253_198742	h	Ecymbalariae	3254_57067	h	1
node_3	3253_198741	h	node_3	3254_57066	h	1
node_2	3253_198740	h	node_2	3254_57065	h	1
Lkluyveri	3253_198739	h	Lkluyveri	3254_57064	h	1
Lthermotolerans	3253_198738	h	Lthermotolerans	3254_57063	h	1
node_1	3253_198737	h	node_1	3254_57062	h	1
node_0	3253_198736	h	node_0	3254_57061	h	1
Tblattae	1092_18654	h	Tblattae	1094_1424	t	1
Ncastellii	2322_127432	h	Ncastellii	4314_155901	t	1
Tblattae	385_39426	h	Tblattae	386_141926	h	1
Ncastellii	385_39423	h	Ncastellii	386_141922	h	1
Kafricana	385_39420	h	Kafricana	386_141919	h	1
Tdelbrueckii	385_39413	h	Tdelbrueckii	386_141902	h	1
Tphaffii	385_39409	h	Tphaffii	386_141911	h	1
Knaganishii	385_39406	h	Knaganishii	386_141920	h	1
Zrouxii	385_39396	h	Zrouxii	386_141901	h	1
node_4	385_39392	h	node_4	386_141898	h	1
Klactis	385_39391	h	Klactis	386_141897	h	1
Egossypii	385_39390	h	Egossypii	386_141892	h	1
Ecymbalariae	385_39389	h	Ecymbalariae	386_141891	h	1
Lkluyveri	385_39386	h	Lkluyveri	386_141887	h	1
Lthermotolerans	385_39385	h	Lthermotolerans	386_141886	h	1
Tphaffii	826_177876	h	Tphaffii	4716_77741	h	1
Tdelbrueckii	826_177865	h	Tdelbrueckii	4716_77727	h	1
Zrouxii	826_177864	h	Zrouxii	4716_77726	h	1
Klactis	826_177861	h	Klactis	4716_77723	h	1
Egossypii	826_177860	h	Egossypii	4716_77722	h	1
Ecymbalariae	826_177859	h	Ecymbalariae	4716_77721	h	1
node_3	826_177858	h	node_3	4716_77720	h	1
node_2	826_177857	h	node_2	4716_77719	h	1
Lkluyveri	826_177856	h	Lkluyveri	4716_77718	h	1
Lthermotolerans	826_177855	h	Lthermotolerans	4716_77717	h	1
node_1	826_177854	h	node_1	4716_77716	h	1
Egossypii	738_5094	t	Egossypii	3740_133278	t	1
Ndairenensis	4364_19955	t	Ndairenensis	4365_176667	t	1
Ncastellii	4364_19954	t	Ncastellii	4365_176666	t	1
Scerevisiae	4364_19950	t	Scerevisiae	4365_176660	t	1
Knaganishii	4364_19946	t	Knaganishii	4365_176664	t	1
Cglabrata	4364_19941	t	Cglabrata	4365_176659	t	1
Kafricana	4364_19936	t	Kafricana	4365_176663	t	1
Tdelbrueckii	4364_19924	t	Tdelbrueckii	4365_176655	t	1
Tblattae	4364_19919	t	Tblattae	4365_176671	t	1
Tphaffii	4364_19918	t	Tphaffii	4365_176670	t	1
Tphaffii	4364_19904	t	Tphaffii	4365_176673	t	1
Tblattae	4364_19896	t	Tblattae	4365_176674	t	1
Zrouxii	4364_19891	t	Zrouxii	4365_176654	t	1
Klactis	4364_19884	t	Klactis	4365_176651	t	1
Ecymbalariae	4364_19883	t	Ecymbalariae	4365_176649	t	1
node_2	4364_19880	t	node_2	4365_176647	t	1
Egossypii	4364_19867	t	Egossypii	4365_176650	t	1
Lkluyveri	4364_19862	t	Lkluyveri	4365_176646	t	1
Lthermotolerans	4364_19861	t	Lthermotolerans	4365_176645	t	1
Ndairenensis	2729_86699	t	Ndairenensis	2730_22253	h	1
Kafricana	2729_86688	t	Kafricana	2730_22249	h	1
Scerevisiae	2729_86684	t	Scerevisiae	2730_22246	h	1
Tblattae	2729_86676	t	Tblattae	2730_22256	h	1
Tdelbrueckii	2729_86667	t	Tdelbrueckii	2730_22241	h	1
Zrouxii	2729_86666	t	Zrouxii	2730_22240	h	1
Klactis	2729_86661	t	Klactis	2730_22237	h	1
Egossypii	2729_86660	t	Egossypii	2730_22236	h	1
Ecymbalariae	2729_86659	t	Ecymbalariae	2730_22235	h	1
node_3	2729_86658	t	node_3	2730_22234	h	1
node_2	2729_86657	t	node_2	2730_22233	h	1
Lkluyveri	2729_86656	t	Lkluyveri	2730_22232	h	1
Lthermotolerans	2729_86655	t	Lthermotolerans	2730_22231	h	1
node_1	2729_86654	t	node_1	2730_22230	h	1
node_0	2729_86653	t	node_0	2730_22229	h	1
Tdelbrueckii	2361_96203	t	Tdelbrueckii	4362_206348	t	1
Egossypii	2361_96199	t	Egossypii	4362_206343	t	1
Lkluyveri	2361_96194	t	Lkluyveri	4362_206338	t	1
Lthermotolerans	2361_96193	t	Lthermotolerans	4362_206337	t	1
node_1	2361_96192	t	node_1	4362_206336	t	1
Scerevisiae	1688_167201	t	Scerevisiae	1689_223678	h	1
Cglabrata	1688_167200	t	Cglabrata	1689_223699	h	1
Tdelbrueckii	1688_167195	t	Tdelbrueckii	1689_223687	h	1
Zrouxii	1688_167194	t	Zrouxii	1689_223686	h	1
node_5	1688_167193	t	node_5	1689_223685	h	1
Lkluyveri	1688_167186	t	Lkluyveri	1689_223668	h	1
Tblattae	1688_167181	t	Tblattae	1689_223693	h	1
Tphaffii	1688_167180	t	Tphaffii	1689_223702	h	1
Lthermotolerans	1688_167171	t	Lthermotolerans	1689_223667	h	1
Tdelbrueckii	854_187744	t	Tdelbrueckii	2520_200461	t	1
Klactis	854_187740	t	Klactis	2520_200448	t	1
Ndairenensis	3433_135815	t	Ndairenensis	3434_100638	t	1
Scerevisiae	3433_135810	t	Scerevisiae	3434_100631	t	1
Knaganishii	3433_135797	t	Knaganishii	3434_100635	t	1
Kafricana	3433_135796	t	Kafricana	3434_100634	t	1
Ndairenensis	1760_202605	h	Ndairenensis	4286_15888	t	1
Tdelbrueckii	1760_202595	h	Tdelbrueckii	4286_15880	t	1
Zrouxii	1760_202582	h	Zrouxii	4286_15879	t	1
Klactis	1760_202577	h	Klactis	4286_15876	t	1
Lkluyveri	1760_202574	h	Lkluyveri	4286_15897	t	1
Lthermotolerans	1760_202573	h	Lthermotolerans	4286_15896	t	1
Tphaffii	3081_5436	t	Tphaffii	3083_72923	h	1
Zrouxii	2031_75202	t	Zrouxii	2646_118004	t	1
Tblattae	2984_172343	h	Tblattae	3748_36358	h	1
Egossypii	2984_172313	h	Egossypii	3748_36341	h	1
Ecymbalariae	2984_172312	h	Ecymbalariae	3748_36340	h	1
node_3	2984_172311	h	node_3	3748_36339	h	1
Lkluyveri	2984_172309	h	Lkluyveri	3748_36336	h	1
Lthermotolerans	2984_172308	h	Lthermotolerans	3748_36335	h	1
node_1	2984_172307	h	node_1	3748_36334	h	1
node_0	2984_172306	h	node_0	3748_36333	h	1
Zrouxii	2945_13545	h	Zrouxii	3985_223949	t	1
Klactis	2945_13541	h	Klactis	3985_223915	t	1
Ecymbalariae	2945_13540	h	Ecymbalariae	3985_223913	t	1
node_2	2945_13537	h	node_2	3985_223911	t	1
Lkluyveri	2945_13536	h	Lkluyveri	3985_223910	t	1
Lthermotolerans	2945_13535	h	Lthermotolerans	3985_223909	t	1
node_1	2945_13534	h	node_1	3985_223908	t	1
Scerevisiae	3901_34388	h	Scerevisiae	3902_36425	h	1
Ndairenensis	2406_178158	t	Ndairenensis	4983_220683	t	1
Ncastellii	2406_178157	t	Ncastellii	4983_220682	t	1
Knaganishii	2406_178155	t	Knaganishii	4983_220680	t	1
Kafricana	2406_178154	t	Kafricana	4983_220679	t	1
Tdelbrueckii	2406_178145	t	Tdelbrueckii	4983_220671	t	1
Zrouxii	2406_178144	t	Zrouxii	4983_220670	t	1
Klactis	2406_178141	t	Klactis	4983_220667	t	1
Egossypii	2406_178140	t	Egossypii	4983_220666	t	1
Ecymbalariae	2406_178139	t	Ecymbalariae	4983_220665	t	1
node_3	2406_178138	t	node_3	4983_220664	t	1
node_2	2406_178137	t	node_2	4983_220663	t	1
Lkluyveri	2406_178136	t	Lkluyveri	4983_220662	t	1
Lthermotolerans	2406_178135	t	Lthermotolerans	4983_220661	t	1
node_1	2406_178134	t	node_1	4983_220660	t	1
Ndairenensis	1441_71065	t	Ndairenensis	1442_19477	t	1
Ncastellii	1441_71064	t	Ncastellii	1442_19476	t	1
Cglabrata	1441_71056	t	Cglabrata	1442_19453	t	1
Knaganishii	1441_71042	t	Knaganishii	1442_19474	t	1
Ncastellii	1737_155513	h	Ncastellii	1738_150583	h	1
Cglabrata	1737_155506	h	Cglabrata	1738_150595	h	1
Ndairenensis	2530_88112	h	Ndairenensis	3410_207676	t	1
Egossypii	3089_210428	t	Egossypii	3413_26818	h	1
Ecymbalariae	3089_210419	t	Ecymbalariae	3413_26808	h	1
Zrouxii	1808_225506	h	Zrouxii	4216_219441	h	1
Ndairenensis	1808_225499	h	Ndairenensis	4216_219454	h	1
Kafricana	1808_225495	h	Kafricana	4216_219450	h	1
Ndairenensis	2432_153561	h	Ndairenensis	5010_71716	h	1
Scerevisiae	2432_153530	h	Scerevisiae	5010_71711	h	1
Kafricana	182_88941	t	Kafricana	184_177083	h	1
Cglabrata	182_88936	t	Cglabrata	184_177090	h	1
Ndairenensis	182_88926	t	Ndairenensis	184_177095	h	1
Ncastellii	182_88925	t	Ncastellii	184_177094	h	1
Scerevisiae	182_88921	t	Scerevisiae	184_177078	h	1
Knaganishii	182_88904	t	Knaganishii	184_177117	h	1
Tphaffii	1104_33462	h	Tphaffii	4130_172422	t	1
Ndairenensis	1104_33460	h	Ndairenensis	4130_172420	t	1
Ncastellii	1104_33459	h	Ncastellii	4130_172419	t	1
Knaganishii	1104_33457	h	Knaganishii	4130_172417	t	1
Kafricana	1104_33456	h	Kafricana	4130_172416	t	1
Tdelbrueckii	1104_33448	h	Tdelbrueckii	4130_172399	t	1
Zrouxii	1104_33447	h	Zrouxii	4130_172398	t	1
Klactis	1104_33444	h	Klactis	4130_172394	t	1
Egossypii	1104_33443	h	Egossypii	4130_172393	t	1
node_2	1104_33440	h	node_2	4130_172390	t	1
Lkluyveri	1104_33439	h	Lkluyveri	4130_172389	t	1
Lthermotolerans	1104_33438	h	Lthermotolerans	4130_172388	t	1
node_1	1104_33437	h	node_1	4130_172387	t	1
Tblattae	1265_21369	h	Tblattae	1290_9309	t	1
Cglabrata	247_186579	h	Cglabrata	268_154845	t	1
Tblattae	265_213316	t	Tblattae	266_137883	t	1
Tphaffii	265_213315	t	Tphaffii	266_137863	t	1
Ndairenensis	265_213313	t	Ndairenensis	266_137874	t	1
Ncastellii	265_213312	t	Ncastellii	266_137873	t	1
Knaganishii	265_213310	t	Knaganishii	266_137871	t	1
Kafricana	265_213309	t	Kafricana	266_137870	t	1
Cglabrata	265_213305	t	Cglabrata	266_137860	t	1
Tdelbrueckii	265_213301	t	Tdelbrueckii	266_137852	t	1
Zrouxii	265_213300	t	Zrouxii	266_137851	t	1
node_5	265_213299	t	node_5	266_137850	t	1
node_4	265_213298	t	node_4	266_137849	t	1
Klactis	265_213297	t	Klactis	266_137839	t	1
Egossypii	265_213296	t	Egossypii	266_137848	t	1
Lkluyveri	265_213292	t	Lkluyveri	266_137843	t	1
Lthermotolerans	265_213291	t	Lthermotolerans	266_137842	t	1
Tblattae	1475_18937	t	Tblattae	1479_53194	h	1
Tphaffii	2047_141599	t	Tphaffii	2048_168635	t	1
Tdelbrueckii	3976_142863	h	Tdelbrueckii	4608_8734	t	1
Zrouxii	3976_142862	h	Zrouxii	4608_8733	t	1
Egossypii	3976_142858	h	Egossypii	4608_8730	t	1
Lkluyveri	3976_142854	h	Lkluyveri	4608_8725	t	1
Knaganishii	3918_14306	t	Knaganishii	3919_91681	t	1
Cglabrata	3918_14301	t	Cglabrata	3919_91699	t	1
Ndairenensis	3918_14290	t	Ndairenensis	3919_91718	t	1
Ncastellii	3918_14289	t	Ncastellii	3919_91717	t	1
Kafricana	3918_14287	t	Kafricana	3919_91704	t	1
Scerevisiae	3918_14283	t	Scerevisiae	3919_91713	t	1
Tblattae	192_194550	t	Tblattae	4420_85206	t	1
Ncastellii	3413_26871	h	Ncastellii	3824_215929	h	1
Knaganishii	3413_26856	h	Knaganishii	3824_215922	h	1
Kafricana	3413_26855	h	Kafricana	3824_215926	h	1
Tblattae	2316_232120	t	Tblattae	2317_153928	t	1
Ndairenensis	2316_232117	t	Ndairenensis	2317_153925	t	1
Ncastellii	2316_232116	t	Ncastellii	2317_153924	t	1
node_11	2316_232115	t	node_11	2317_153923	t	1
Knaganishii	2316_232114	t	Knaganishii	2317_153922	t	1
Kafricana	2316_232113	t	Kafricana	2317_153921	t	1
node_10	2316_232112	t	node_10	2317_153920	t	1
Tphaffii	2316_232107	t	Tphaffii	2317_153927	t	1
Scerevisiae	2316_232104	t	Scerevisiae	2317_153918	t	1
Cglabrata	2316_232103	t	Cglabrata	2317_153917	t	1
Tdelbrueckii	2316_232097	t	Tdelbrueckii	2317_153913	t	1
Zrouxii	2316_232096	t	Zrouxii	2317_153912	t	1
node_5	2316_232095	t	node_5	2317_153911	t	1
node_4	2316_232094	t	node_4	2317_153910	t	1
Klactis	2316_232093	t	Klactis	2317_153909	t	1
Egossypii	2316_232092	t	Egossypii	2317_153908	t	1
Ecymbalariae	2316_232091	t	Ecymbalariae	2317_153907	t	1
node_3	2316_232090	t	node_3	2317_153906	t	1
node_2	2316_232089	t	node_2	2317_153905	t	1
Lkluyveri	2316_232088	t	Lkluyveri	2317_153904	t	1
Lthermotolerans	2316_232087	t	Lthermotolerans	2317_153903	t	1
node_1	2316_232086	t	node_1	2317_153902	t	1
node_0	2316_232085	t	node_0	2317_153901	t	1
Egossypii	1113_36991	h	Egossypii	1510_229333	t	1
Scerevisiae	657_22048	h	Scerevisiae	2526_212621	h	1
Cglabrata	657_22047	h	Cglabrata	2526_212620	h	1
Tphaffii	2093_139257	h	Tphaffii	2883_59023	h	1
Ncastellii	831_198345	h	Ncastellii	909_61401	t	1
Tblattae	1350_199503	t	Tblattae	1352_73331	t	1
Ndairenensis	1730_23153	t	Ndairenensis	1736_145298	t	1
Ncastellii	1730_23152	t	Ncastellii	1736_145297	t	1
Egossypii	1179_200006	t	Egossypii	1180_24220	h	1
Ecymbalariae	1179_199997	t	Ecymbalariae	1180_24219	h	1
Lkluyveri	1179_199988	t	Lkluyveri	1180_24238	h	1
Klactis	1179_199952	t	Klactis	1180_24241	h	1
Tblattae	456_120273	t	Tblattae	457_40284	t	1
Klactis	1692_223966	t	Klactis	4734_104637	t	1
Tphaffii	2313_56992	h	Tphaffii	2315_22521	t	1
Zrouxii	1506_173527	t	Zrouxii	4449_154072	t	1
Ncastellii	643_106581	h	Ncastellii	2217_193040	t	1
Ndairenensis	1306_138292	t	Ndairenensis	2810_96886	t	1
Ncastellii	1306_138291	t	Ncastellii	2810_96885	t	1
Ndairenensis	3215_152944	h	Ndairenensis	3217_16373	t	1
Ncastellii	3215_152943	h	Ncastellii	3217_16372	t	1
Kafricana	3215_152941	h	Kafricana	3217_16381	t	1
Scerevisiae	3215_152937	h	Scerevisiae	3217_16420	t	1
Knaganishii	3215_152933	h	Knaganishii	3217_16409	t	1
Zrouxii	3215_152923	h	Zrouxii	3217_16429	t	1
Klactis	3215_152919	h	Klactis	3217_16344	t	1
Lkluyveri	3215_152914	h	Lkluyveri	3217_16396	t	1
Lthermotolerans	3215_152913	h	Lthermotolerans	3217_16442	t	1
Tblattae	1111_232430	h	Tblattae	4141_79088	t	1
Ncastellii	3350_110459	t	Ncastellii	4665_28440	t	1
Cglabrata	1431_177056	t	Cglabrata	1432_48724	h	1
Scerevisiae	1431_177036	t	Scerevisiae	1432_48711	h	1
Knaganishii	1770_31560	h	Knaganishii	2219_141745	h	1
Tblattae	1825_33678	h	Tblattae	3565_43549	t	1
Tphaffii	1825_33677	h	Tphaffii	3565_43564	t	1
Tblattae	1052_70041	t	Tblattae	4860_159344	t	1
Tphaffii	1985_1731	t	Tphaffii	1988_167777	t	1
Cglabrata	2485_142492	h	Cglabrata	4649_168414	h	1
Ndairenensis	4574_37455	h	Ndairenensis	4850_126613	t	1
Ncastellii	4574_37454	h	Ncastellii	4850_126612	t	1
Kafricana	4574_37452	h	Kafricana	4850_126610	t	1
Knaganishii	4574_37422	h	Knaganishii	4850_126593	t	1
Tblattae	422_66982	h	Tblattae	1890_125263	t	1
Tblattae	2618_232730	t	Tblattae	4811_15634	t	1
Tdelbrueckii	2618_232704	t	Tdelbrueckii	4811_15612	t	1
Zrouxii	2618_232703	t	Zrouxii	4811_15611	t	1
Tphaffii	2618_232700	t	Tphaffii	4811_15633	t	1
Klactis	2618_232687	t	Klactis	4811_15595	t	1
Egossypii	2618_232686	t	Egossypii	4811_15594	t	1
Ecymbalariae	2618_232685	t	Ecymbalariae	4811_15593	t	1
node_3	2618_232684	t	node_3	4811_15592	t	1
node_2	2618_232683	t	node_2	4811_15591	t	1
Lkluyveri	2618_232682	t	Lkluyveri	4811_15590	t	1
Lthermotolerans	2618_232681	t	Lthermotolerans	4811_15589	t	1
node_1	2618_232680	t	node_1	4811_15588	t	1
node_0	2618_232679	t	node_0	4811_15587	t	1
Tblattae	2957_32023	h	Tblattae	3851_43802	h	1
Tphaffii	2957_32022	h	Tphaffii	3851_43801	h	1
node_12	2957_32021	h	node_12	3851_43800	h	1
Tdelbrueckii	2957_32018	h	Tdelbrueckii	3851_43789	h	1
Zrouxii	2957_32017	h	Zrouxii	3851_43788	h	1
node_5	2957_32016	h	node_5	3851_43787	h	1
Klactis	2957_31990	h	Klactis	3851_43784	h	1
Egossypii	2957_31985	h	Egossypii	3851_43779	h	1
Ecymbalariae	2957_31984	h	Ecymbalariae	3851_43778	h	1
node_3	2957_31983	h	node_3	3851_43777	h	1
Lkluyveri	2957_31980	h	Lkluyveri	3851_43774	h	1
Lthermotolerans	2957_31979	h	Lthermotolerans	3851_43773	h	1
node_1	2957_31978	h	node_1	3851_43772	h	1
node_0	2957_31976	h	node_0	3851_43770	h	1
Tblattae	157_194765	h	Tblattae	158_122718	t	1
Tphaffii	157_194764	h	Tphaffii	158_122754	t	1
Ncastellii	157_194762	h	Ncastellii	158_122735	t	1
Knaganishii	157_194759	h	Knaganishii	158_122733	t	1
Kafricana	157_194758	h	Kafricana	158_122732	t	1
Ndairenensis	157_194755	h	Ndairenensis	158_122736	t	1
Cglabrata	157_194743	h	Cglabrata	158_122729	t	1
Scerevisiae	157_194736	h	Scerevisiae	158_122744	t	1
Tphaffii	4544_20072	h	Tphaffii	4546_12079	t	1
Cglabrata	4544_20064	h	Cglabrata	4546_12054	t	1
Ncastellii	4544_20060	h	Ncastellii	4546_12090	t	1
Knaganishii	4544_20057	h	Knaganishii	4546_12042	t	1
Cglabrata	445_64614	h	Cglabrata	2193_10188	t	1
Ndairenensis	2332_169629	t	Ndairenensis	2333_170526	t	1
Ncastellii	2332_169628	t	Ncastellii	2333_170525	t	1
Scerevisiae	2332_169624	t	Scerevisiae	2333_170519	t	1
Tblattae	2332_169618	t	Tblattae	2333_170529	t	1
Kafricana	2332_169615	t	Kafricana	2333_170522	t	1
Klactis	2332_169604	t	Klactis	2333_170510	t	1
Ecymbalariae	2332_169603	t	Ecymbalariae	2333_170508	t	1
Knaganishii	2332_169594	t	Knaganishii	2333_170523	t	1
Cglabrata	2332_169581	t	Cglabrata	2333_170518	t	1
Lthermotolerans	2332_169567	t	Lthermotolerans	2333_170504	t	1
Tphaffii	2332_169561	t	Tphaffii	2333_170528	t	1
Egossypii	1762_154134	t	Egossypii	4585_100795	h	1
Ecymbalariae	1762_154133	t	Ecymbalariae	4585_100794	h	1
Cglabrata	398_102939	t	Cglabrata	1418_92418	t	1
Tphaffii	2641_172776	t	Tphaffii	2683_87804	h	1
Tblattae	1430_220238	h	Tblattae	3267_217284	h	1
Tphaffii	1430_220237	h	Tphaffii	3267_217283	h	1
Tdelbrueckii	1430_220212	h	Tdelbrueckii	3267_217255	h	1
Zrouxii	1430_220211	h	Zrouxii	3267_217254	h	1
Klactis	1430_220207	h	Klactis	3267_217250	h	1
Egossypii	1430_220206	h	Egossypii	3267_217249	h	1
Ecymbalariae	1430_220205	h	Ecymbalariae	3267_217248	h	1
node_3	1430_220204	h	node_3	3267_217247	h	1
node_2	1430_220203	h	node_2	3267_217246	h	1
Lkluyveri	1430_220202	h	Lkluyveri	3267_217245	h	1
Lthermotolerans	1430_220201	h	Lthermotolerans	3267_217244	h	1
node_1	1430_220200	h	node_1	3267_217243	h	1
node_0	1430_220199	h	node_0	3267_217242	h	1
Tblattae	4523_140426	h	Tblattae	4524_67634	t	1
Kafricana	4523_140423	h	Kafricana	4524_67631	t	1
Ndairenensis	4523_140412	h	Ndairenensis	4524_67621	t	1
Ncastellii	4523_140411	h	Ncastellii	4524_67620	t	1
Scerevisiae	4523_140403	h	Scerevisiae	4524_67626	t	1
Cglabrata	4523_140402	h	Cglabrata	4524_67625	t	1
Ncastellii	2981_95222	t	Ncastellii	2982_187888	t	1
Knaganishii	2981_95220	t	Knaganishii	2982_187872	t	1
Kafricana	2981_95219	t	Kafricana	2982_187871	t	1
Scerevisiae	2981_95213	t	Scerevisiae	2982_187884	t	1
Cglabrata	2981_95202	t	Cglabrata	2982_187867	t	1
Tblattae	459_218669	t	Tblattae	461_22493	h	1
Cglabrata	459_218666	t	Cglabrata	461_22471	h	1
Ndairenensis	459_218658	t	Ndairenensis	461_22490	h	1
Ncastellii	459_218657	t	Ncastellii	461_22489	h	1
node_11	459_218656	t	node_11	461_22488	h	1
Knaganishii	459_218655	t	Knaganishii	461_22487	h	1
Kafricana	459_218654	t	Kafricana	461_22486	h	1
node_10	459_218653	t	node_10	461_22485	h	1
node_9	459_218652	t	node_9	461_22484	h	1
Scerevisiae	459_218651	t	Scerevisiae	461_22483	h	1
node_7	459_218648	t	node_7	461_22480	h	1
Tdelbrueckii	459_218645	t	Tdelbrueckii	461_22478	h	1
Zrouxii	459_218644	t	Zrouxii	461_22477	h	1
node_5	459_218643	t	node_5	461_22476	h	1
Egossypii	459_218640	t	Egossypii	461_22461	h	1
Ecymbalariae	459_218639	t	Ecymbalariae	461_22460	h	1
Lkluyveri	459_218635	t	Lkluyveri	461_22457	h	1
Lthermotolerans	459_218634	t	Lthermotolerans	461_22456	h	1
Klactis	459_218631	t	Klactis	461_22462	h	1
Egossypii	81_156097	h	Egossypii	3961_60954	h	1
Tblattae	1259_91117	t	Tblattae	3079_25091	t	1
Zrouxii	1259_91112	t	Zrouxii	3079_25059	t	1
Tdelbrueckii	1259_91101	t	Tdelbrueckii	3079_25060	t	1
Kafricana	1259_91080	t	Kafricana	3079_25079	t	1
Tblattae	1782_191096	h	Tblattae	2210_42199	t	1
Tphaffii	3677_162923	h	Tphaffii	3943_210118	h	1
Ndairenensis	3677_162912	h	Ndairenensis	3943_210116	h	1
Ncastellii	3677_162911	h	Ncastellii	3943_210115	h	1
Tdelbrueckii	3677_162901	h	Tdelbrueckii	3943_210104	h	1
Zrouxii	3677_162900	h	Zrouxii	3943_210103	h	1
node_5	3677_162899	h	node_5	3943_210102	h	1
Klactis	3677_162897	h	Klactis	3943_210091	h	1
Egossypii	3677_162896	h	Egossypii	3943_210100	h	1
Ecymbalariae	3677_162895	h	Ecymbalariae	3943_210099	h	1
Lkluyveri	3677_162892	h	Lkluyveri	3943_210095	h	1
Lthermotolerans	3677_162891	h	Lthermotolerans	3943_210094	h	1
Ndairenensis	532_45141	t	Ndairenensis	1604_190412	h	1
Ncastellii	532_45140	t	Ncastellii	1604_190411	h	1
Knaganishii	532_45138	t	Knaganishii	1604_190398	h	1
Kafricana	532_45137	t	Kafricana	1604_190397	h	1
Tdelbrueckii	532_45129	t	Tdelbrueckii	1604_190379	h	1
Zrouxii	532_45128	t	Zrouxii	1604_190378	h	1
node_5	532_45127	t	node_5	1604_190377	h	1
Klactis	532_45117	t	Klactis	1604_190375	h	1
Egossypii	532_45116	t	Egossypii	1604_190374	h	1
Ecymbalariae	532_45115	t	Ecymbalariae	1604_190373	h	1
node_3	532_45114	t	node_3	1604_190372	h	1
node_2	532_45113	t	node_2	1604_190371	h	1
Lkluyveri	532_45112	t	Lkluyveri	1604_190370	h	1
Lthermotolerans	532_45111	t	Lthermotolerans	1604_190369	h	1
node_1	532_45110	t	node_1	1604_190368	h	1
node_0	532_45109	t	node_0	1604_190367	h	1
Kafricana	69_57220	t	Kafricana	3633_192361	t	1
Tblattae	734_194033	h	Tblattae	3439_50069	h	1
Scerevisiae	4031_158779	t	Scerevisiae	4032_181557	t	1
Tblattae	4031_158773	t	Tblattae	4032_181568	t	1
Tblattae	115_181010	h	Tblattae	3559_7687	t	1
Tphaffii	115_181009	h	Tphaffii	3559_7686	t	1
node_12	115_181008	h	node_12	3559_7685	t	1
Ndairenensis	115_180996	h	Ndairenensis	3559_7684	t	1
Ncastellii	115_180995	h	Ncastellii	3559_7683	t	1
node_11	115_180994	h	node_11	3559_7682	t	1
Knaganishii	115_180993	h	Knaganishii	3559_7681	t	1
Kafricana	115_180992	h	Kafricana	3559_7680	t	1
node_10	115_180991	h	node_10	3559_7679	t	1
Tdelbrueckii	115_180983	h	Tdelbrueckii	3559_7672	t	1
Zrouxii	115_180982	h	Zrouxii	3559_7671	t	1
node_5	115_180981	h	node_5	3559_7670	t	1
node_4	115_180980	h	node_4	3559_7669	t	1
Klactis	115_180979	h	Klactis	3559_7668	t	1
Egossypii	115_180978	h	Egossypii	3559_7667	t	1
Ecymbalariae	115_180977	h	Ecymbalariae	3559_7666	t	1
node_3	115_180976	h	node_3	3559_7665	t	1
node_2	115_180975	h	node_2	3559_7664	t	1
Lkluyveri	115_180974	h	Lkluyveri	3559_7663	t	1
Lthermotolerans	115_180973	h	Lthermotolerans	3559_7662	t	1
node_1	115_180972	h	node_1	3559_7661	t	1
node_0	115_180971	h	node_0	3559_7660	t	1
Tphaffii	1065_152177	t	Tphaffii	3479_154400	t	1
Tdelbrueckii	1065_152165	t	Tdelbrueckii	3479_154386	t	1
Zrouxii	1065_152164	t	Zrouxii	3479_154385	t	1
Klactis	1065_152161	t	Klactis	3479_154368	t	1
Cglabrata	1065_152143	t	Cglabrata	3479_154377	t	1
Egossypii	1065_152134	t	Egossypii	3479_154367	t	1
Lkluyveri	1065_152129	t	Lkluyveri	3479_154363	t	1
Lthermotolerans	1065_152128	t	Lthermotolerans	3479_154362	t	1
Klactis	4026_104526	h	Klactis	4244_64948	h	1
Lthermotolerans	4026_104521	h	Lthermotolerans	4244_64942	h	1
Egossypii	4026_104516	h	Egossypii	4244_64947	h	1
Lkluyveri	4026_104511	h	Lkluyveri	4244_64943	h	1
Knaganishii	1440_786	h	Knaganishii	4350_94609	t	1
Scerevisiae	1440_763	h	Scerevisiae	4350_94605	t	1
Ndairenensis	1440_741	h	Ndairenensis	4350_94612	t	1
